experiment,model,text,shot,task,class_label,support,precision,recall,f1
gpt4o_mini_zero_translated,GPT-4o-mini,translated,zero,Task A,Flood / stormwater / wastewater / sewer,136,0.7816091954022989,0.5,0.609865470852018
gpt4o_mini_zero_translated,GPT-4o-mini,translated,zero,Task A,Environmental sustainability / waste / recycling / biodiversity,209,0.4397163120567376,0.8899521531100478,0.5886075949367089
gpt4o_mini_zero_translated,GPT-4o-mini,translated,zero,Task A,Public education / heritage / community engagement,250,0.4652777777777778,0.536,0.4981412639405205
gpt4o_mini_zero_translated,GPT-4o-mini,translated,zero,Task A,Routine / institutional / customer service / other,474,0.8571428571428571,0.379746835443038,0.5263157894736843
gpt4o_mini_zero_translated,GPT-4o-mini,translated,zero,Task B,Alert / warning,205,0.7058823529411765,0.05853658536585366,0.10810810810810811
gpt4o_mini_zero_translated,GPT-4o-mini,translated,zero,Task B,Instruction / advice to public,164,0.4416243654822335,0.5304878048780488,0.481994459833795
gpt4o_mini_zero_translated,GPT-4o-mini,translated,zero,Task B,Operational update / resolution,21,0.06862745098039216,0.6666666666666666,0.12444444444444447
gpt4o_mini_zero_translated,GPT-4o-mini,translated,zero,Task B,Reassurance / safety information,11,0.2,0.2727272727272727,0.23076923076923075
gpt4o_mini_zero_translated,GPT-4o-mini,translated,zero,Task B,Education / awareness,446,0.6707021791767555,0.6210762331838565,0.6449359720605355
gpt4o_mini_zero_translated,GPT-4o-mini,translated,zero,Task B,Institutional promotion / community news,638,0.7908805031446541,0.7884012539184952,0.7896389324960753
gpt4o_mini_zero_translated,GPT-4o-mini,translated,zero,Task B,Other / unclear,15,0.3333333333333333,0.4,0.3636363636363636
gpt4o_mini_zero_translated,GPT-4o-mini,translated,zero,Task B.1,Risk / incident communication,401,0.7551963048498845,0.8154613466334164,0.7841726618705036
gpt4o_mini_zero_translated,GPT-4o-mini,translated,zero,Task B.1,Education / awareness,446,0.6707021791767555,0.6210762331838565,0.6449359720605355
gpt4o_mini_zero_translated,GPT-4o-mini,translated,zero,Task B.1,Institutional / community communication,638,0.7908805031446541,0.7884012539184952,0.7896389324960753
gpt4o_mini_zero_translated,GPT-4o-mini,translated,zero,Task B.1,Other / unclear,15,0.3333333333333333,0.4,0.3636363636363636
qwen35_five_native,Qwen 3.5,native,five,Task A,Water quality / safety / public health,65,0.6470588235294118,0.3384615384615385,0.4444444444444445
qwen35_five_native,Qwen 3.5,native,five,Task A,Service disruption / repair / infrastructure,226,0.8760330578512396,0.9380530973451328,0.9059829059829061
qwen35_five_native,Qwen 3.5,native,five,Task A,Water conservation / drought / demand management,140,0.6640625,0.6071428571428571,0.6343283582089552
qwen35_five_native,Qwen 3.5,native,five,Task A,Flood / stormwater / wastewater / sewer,136,0.8181818181818182,0.2647058823529412,0.39999999999999997
qwen35_five_native,Qwen 3.5,native,five,Task A,Environmental sustainability / waste / recycling / biodiversity,209,0.46060606060606063,0.7272727272727273,0.5640074211502784
qwen35_five_native,Qwen 3.5,native,five,Task A,Public education / heritage / community engagement,250,0.40049751243781095,0.644,0.4938650306748466
qwen35_five_native,Qwen 3.5,native,five,Task A,Routine / institutional / customer service / other,474,0.7284768211920529,0.4641350210970464,0.5670103092783505
qwen35_five_native,Qwen 3.5,native,five,Task B,Alert / warning,205,0.25,0.004878048780487805,0.009569377990430622
qwen35_five_native,Qwen 3.5,native,five,Task B,Instruction / advice to public,164,0.5443037974683544,0.2621951219512195,0.35390946502057613
qwen35_five_native,Qwen 3.5,native,five,Task B,Operational update / resolution,21,0.05555555555555555,0.6190476190476191,0.10196078431372547
qwen35_five_native,Qwen 3.5,native,five,Task B,Reassurance / safety information,11,0.21052631578947367,0.36363636363636365,0.26666666666666666
qwen35_five_native,Qwen 3.5,native,five,Task B,Education / awareness,446,0.7216494845360825,0.15695067264573992,0.2578268876611418
qwen35_five_native,Qwen 3.5,native,five,Task B,Institutional promotion / community news,638,0.5435643564356436,0.8605015673981191,0.6662621359223301
qwen35_five_native,Qwen 3.5,native,five,Task B,Other / unclear,15,0.02564102564102564,0.06666666666666667,0.037037037037037035
qwen35_five_native,Qwen 3.5,native,five,Task B.1,Risk / incident communication,401,0.8333333333333334,0.6982543640897756,0.7598371777476255
qwen35_five_native,Qwen 3.5,native,five,Task B.1,Education / awareness,446,0.7216494845360825,0.15695067264573992,0.2578268876611418
qwen35_five_native,Qwen 3.5,native,five,Task B.1,Institutional / community communication,638,0.5435643564356436,0.8605015673981191,0.6662621359223301
qwen35_five_native,Qwen 3.5,native,five,Task B.1,Other / unclear,15,0.02564102564102564,0.06666666666666667,0.037037037037037035
qwen35_five_translated,Qwen 3.5,translated,five,Task A,Water quality / safety / public health,65,0.6333333333333333,0.2923076923076923,0.39999999999999997
qwen35_five_translated,Qwen 3.5,translated,five,Task A,Service disruption / repair / infrastructure,226,0.8879668049792531,0.9469026548672567,0.9164882226980728
qwen35_five_translated,Qwen 3.5,translated,five,Task A,Water conservation / drought / demand management,140,0.6953125,0.6357142857142857,0.6641791044776119
qwen35_five_translated,Qwen 3.5,translated,five,Task A,Flood / stormwater / wastewater / sewer,136,0.7735849056603774,0.3014705882352941,0.43386243386243384
qwen35_five_translated,Qwen 3.5,translated,five,Task A,Environmental sustainability / waste / recycling / biodiversity,209,0.45871559633027525,0.7177033492822966,0.5597014925373135
qwen35_five_translated,Qwen 3.5,translated,five,Task A,Public education / heritage / community engagement,250,0.432,0.648,0.5184
qwen35_five_translated,Qwen 3.5,translated,five,Task A,Routine / institutional / customer service / other,474,0.7063953488372093,0.5126582278481012,0.5941320293398533
qwen35_five_translated,Qwen 3.5,translated,five,Task B,Alert / warning,205,0.88,0.1073170731707317,0.19130434782608696
qwen35_five_translated,Qwen 3.5,translated,five,Task B,Instruction / advice to public,164,0.6216216216216216,0.2804878048780488,0.3865546218487395
qwen35_five_translated,Qwen 3.5,translated,five,Task B,Operational update / resolution,21,0.06220095693779904,0.6190476190476191,0.11304347826086956
qwen35_five_translated,Qwen 3.5,translated,five,Task B,Reassurance / safety information,11,0.16666666666666666,0.2727272727272727,0.20689655172413793
qwen35_five_translated,Qwen 3.5,translated,five,Task B,Education / awareness,446,0.7763157894736842,0.13228699551569506,0.22605363984674332
qwen35_five_translated,Qwen 3.5,translated,five,Task B,Institutional promotion / community news,638,0.5486307837582625,0.9106583072100314,0.6847377725397761
qwen35_five_translated,Qwen 3.5,translated,five,Task B,Other / unclear,15,0.05405405405405406,0.13333333333333333,0.07692307692307693
qwen35_five_translated,Qwen 3.5,translated,five,Task B.1,Risk / incident communication,401,0.8650306748466258,0.7032418952618454,0.7757909215955984
qwen35_five_translated,Qwen 3.5,translated,five,Task B.1,Education / awareness,446,0.7763157894736842,0.13228699551569506,0.22605363984674332
qwen35_five_translated,Qwen 3.5,translated,five,Task B.1,Institutional / community communication,638,0.5486307837582625,0.9106583072100314,0.6847377725397761
qwen35_five_translated,Qwen 3.5,translated,five,Task B.1,Other / unclear,15,0.05405405405405406,0.13333333333333333,0.07692307692307693
qwen35_zero_native,Qwen 3.5,native,zero,Task A,Water quality / safety / public health,65,0.6190476190476191,0.2,0.3023255813953489
qwen35_zero_native,Qwen 3.5,native,zero,Task A,Service disruption / repair / infrastructure,226,0.9094827586206896,0.9336283185840708,0.9213973799126638
qwen35_zero_native,Qwen 3.5,native,zero,Task A,Water conservation / drought / demand management,140,0.6904761904761905,0.6214285714285714,0.6541353383458647
qwen35_zero_native,Qwen 3.5,native,zero,Task A,Flood / stormwater / wastewater / sewer,136,0.7454545454545455,0.3014705882352941,0.4293193717277487
qwen35_zero_native,Qwen 3.5,native,zero,Task A,Environmental sustainability / waste / recycling / biodiversity,209,0.47039473684210525,0.6842105263157895,0.557504873294347
qwen35_zero_native,Qwen 3.5,native,zero,Task A,Public education / heritage / community engagement,250,0.3793103448275862,0.704,0.4929971988795519
qwen35_zero_native,Qwen 3.5,native,zero,Task A,Routine / institutional / customer service / other,474,0.7241379310344828,0.4430379746835443,0.5497382198952879
qwen35_zero_native,Qwen 3.5,native,zero,Task B,Alert / warning,205,0.9,0.04390243902439024,0.08372093023255814
qwen35_zero_native,Qwen 3.5,native,zero,Task B,Instruction / advice to public,164,0.5172413793103449,0.36585365853658536,0.42857142857142855
qwen35_zero_native,Qwen 3.5,native,zero,Task B,Operational update / resolution,21,0.05982905982905983,0.6666666666666666,0.10980392156862745
qwen35_zero_native,Qwen 3.5,native,zero,Task B,Reassurance / safety information,11,0.21428571428571427,0.2727272727272727,0.23999999999999996
qwen35_zero_native,Qwen 3.5,native,zero,Task B,Education / awareness,446,0.5736040609137056,0.2533632286995516,0.35147744945567655
qwen35_zero_native,Qwen 3.5,native,zero,Task B,Institutional promotion / community news,638,0.5714285714285714,0.7335423197492164,0.6424159231297185
qwen35_zero_native,Qwen 3.5,native,zero,Task B,Other / unclear,15,0.049019607843137254,0.3333333333333333,0.08547008547008546
qwen35_zero_native,Qwen 3.5,native,zero,Task B.1,Risk / incident communication,401,0.7941176470588235,0.7406483790523691,0.7664516129032258
qwen35_zero_native,Qwen 3.5,native,zero,Task B.1,Education / awareness,446,0.5736040609137056,0.2533632286995516,0.35147744945567655
qwen35_zero_native,Qwen 3.5,native,zero,Task B.1,Institutional / community communication,638,0.5714285714285714,0.7335423197492164,0.6424159231297185
qwen35_zero_native,Qwen 3.5,native,zero,Task B.1,Other / unclear,15,0.049019607843137254,0.3333333333333333,0.08547008547008546
qwen35_zero_translated,Qwen 3.5,translated,zero,Task A,Water quality / safety / public health,65,0.5625,0.13846153846153847,0.22222222222222224
qwen35_zero_translated,Qwen 3.5,translated,zero,Task A,Service disruption / repair / infrastructure,226,0.9137931034482759,0.9380530973451328,0.925764192139738
qwen35_zero_translated,Qwen 3.5,translated,zero,Task A,Water conservation / drought / demand management,140,0.717948717948718,0.6,0.6536964980544747
qwen35_zero_translated,Qwen 3.5,translated,zero,Task A,Flood / stormwater / wastewater / sewer,136,0.7761194029850746,0.38235294117647056,0.5123152709359605
qwen35_zero_translated,Qwen 3.5,translated,zero,Task A,Environmental sustainability / waste / recycling / biodiversity,209,0.4826388888888889,0.6650717703349283,0.5593561368209256
qwen35_zero_translated,Qwen 3.5,translated,zero,Task A,Public education / heritage / community engagement,250,0.40350877192982454,0.736,0.5212464589235127
qwen35_zero_translated,Qwen 3.5,translated,zero,Task A,Routine / institutional / customer service / other,474,0.7111801242236024,0.4831223628691983,0.5753768844221105
qwen35_zero_translated,Qwen 3.5,translated,zero,Task B,Alert / warning,205,0.75,0.014634146341463415,0.028708133971291867
qwen35_zero_translated,Qwen 3.5,translated,zero,Task B,Instruction / advice to public,164,0.5583333333333333,0.40853658536585363,0.471830985915493
qwen35_zero_translated,Qwen 3.5,translated,zero,Task B,Operational update / resolution,21,0.05668016194331984,0.6666666666666666,0.1044776119402985
qwen35_zero_translated,Qwen 3.5,translated,zero,Task B,Reassurance / safety information,11,0.1875,0.2727272727272727,0.2222222222222222
qwen35_zero_translated,Qwen 3.5,translated,zero,Task B,Education / awareness,446,0.6292134831460674,0.25112107623318386,0.358974358974359
qwen35_zero_translated,Qwen 3.5,translated,zero,Task B,Institutional promotion / community news,638,0.5856622114216282,0.7554858934169278,0.6598220396988365
qwen35_zero_translated,Qwen 3.5,translated,zero,Task B,Other / unclear,15,0.05454545454545454,0.4,0.096
qwen35_zero_translated,Qwen 3.5,translated,zero,Task B.1,Risk / incident communication,401,0.7855297157622739,0.7581047381546134,0.7715736040609137
qwen35_zero_translated,Qwen 3.5,translated,zero,Task B.1,Education / awareness,446,0.6292134831460674,0.25112107623318386,0.358974358974359
qwen35_zero_translated,Qwen 3.5,translated,zero,Task B.1,Institutional / community communication,638,0.5856622114216282,0.7554858934169278,0.6598220396988365
qwen35_zero_translated,Qwen 3.5,translated,zero,Task B.1,Other / unclear,15,0.05454545454545454,0.4,0.096
